Date,Cases Rate - Total,Deaths Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Cases - Total,Deaths - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx
05/03/2020,38.3,1.6,8.2,35.7,41,58,57.3,44.7,38.5,69.5,36.2,38.8,59.3,9.7,22.6,10.8,39.1,0,0.1,0.2,0.5,1.5,3.5,6.9,20.7,1.3,2,1.7,1.1,2.4,1.1,0.1,1036.7,43.9,44.9,197.4,187.1,195,179.4,117.4,59.9,55.6,501.6,512.1,460.9,17.4,177.1,97,46.7,0,0.3,0.7,1.7,4.6,9.3,10.7,16.6,18,25.9,13.3,2,18.7,9.6,0.1
05/04/2020,38.1,1.7,8.6,35.3,41.7,58.4,56.1,43.8,38.5,65.2,36,38.7,59.4,9.7,22.1,10.7,37.2,0,0.1,0.2,0.5,1.5,3.9,7,21.6,1.4,2,1.9,1.2,2.4,1.1,0.1,1031.6,45.7,47,195.1,190.3,196.6,175.4,115.1,59.9,52.1,499.4,510.7,461.1,17.4,173.4,95.9,44.4,0,0.4,0.7,1.6,4.7,10.1,10.9,17.3,19.7,26,14.6,2.1,18.9,9.9,0.1
05/05/2020,36.9,1.7,8.2,34.3,40.9,56.9,54.2,42.1,36.7,60.7,35.3,36.8,57.8,9.7,20.6,10.5,33,0,0.1,0.2,0.4,1.3,3.9,7.6,21.3,1.5,1.9,1.9,1.2,2.3,1.1,0.1,998.4,45.9,45,189.4,186.6,191.6,169.6,110.7,57,48.6,489.7,485.9,448.7,17.4,161.9,94.3,39.4,0,0.6,0.9,1.3,4,10.3,11.9,17,20.1,25.7,15.1,2.1,18.1,10,0.1
05/08/2020,32.9,1.8,8.1,31,36.9,54,49,36.4,28.3,38.2,31.4,32.9,53.1,7.6,17.6,8.7,31.9,0,0.1,0.2,0.4,1.5,4.6,8,20.4,1.5,2.1,2,1.4,2.3,1.2,0.2,889.6,48,44.4,171.4,168.4,181.6,153.4,95.7,44,30.6,435.7,434.1,412.3,13.7,137.7,77.9,38.1,0,0.3,0.7,1.4,4.7,12.1,12.4,16.3,20.7,27.3,15.6,2.6,18.3,11,0.3
05/09/2020,31.8,1.8,8.3,30,36.1,51.6,46.7,35.3,27.2,37.9,30.6,31.6,51.1,7.6,17.2,8.4,31.4,0,0.1,0.1,0.6,1.4,4.2,8,22,1.5,2.1,2.3,1.4,2.1,1.2,0.2,861.7,48.3,45.7,166.1,164.7,173.6,146.1,92.9,42.3,30.3,424.6,417.4,396.7,13.7,135.3,75.4,37.6,0,0.4,0.6,1.9,4.4,11,12.4,17.6,21,27.3,17.7,2.6,16.9,10.6,0.3
05/10/2020,31,1.8,8.5,29.1,35.3,51.1,44.9,34,25.8,36.1,29.9,30.8,49.7,7.5,16.3,8.3,30.6,0,0.1,0.2,0.6,1.3,4.1,7.5,22.1,1.5,2.1,2.2,1.5,2.1,1.1,0.4,839.3,47.4,46.7,160.9,161.1,171.9,140.6,89.3,40,28.9,414.4,406.3,385.9,13.6,128.1,75,36.6,0,0.4,0.7,2,4.1,10.7,11.7,17.7,20.3,27.1,17.1,2.7,16.7,10.1,0.4
05/11/2020,30.5,1.7,8.6,28.8,34.5,49,43.3,34.2,27.2,34.5,29.4,30.2,49.8,6.8,16.1,8.1,28.7,0,0.1,0.2,0.7,1.4,3.7,6.7,22.3,1.4,2,2.2,1.4,2,1.1,0.4,824.1,46,47.4,159,157.6,164.7,135.6,90,42.3,27.6,408,398.4,386.9,12.1,126,72.7,34.3,0,0.3,0.9,2.4,4.4,9.7,10.4,17.9,19,27,17,2.4,16,9.9,0.4
05/12/2020,29.7,1.6,8.9,28,33.6,47.4,41.3,32.4,27.4,36.4,28.8,29.6,48.9,6.3,16.2,8.2,25.5,0,0,0.3,0.8,1.6,3.7,5.8,20.9,1.2,2.1,2.3,1.1,2,1,0.4,803.1,44.4,48.9,155,153.4,159.6,129.3,85.3,42.6,29.1,399.9,390.6,380.1,11.3,127.3,73.4,30.4,0,0.1,1.3,2.6,5,9.7,9,16.7,17,27.4,17.6,2,15.7,8.6,0.4
05/13/2020,29.2,1.7,8.9,28,33.7,45.3,39.7,32.5,26.2,35.4,28.6,29.1,48.2,6.4,15.8,7.8,24,0,0,0.3,0.8,1.6,3.8,5.9,20.7,1.3,2.1,2.4,1.1,2,0.9,0.5,788.9,44.7,49,154.7,154,152.4,124.3,85.4,40.7,28.3,396.6,383.4,374,11.4,123.7,70.6,28.7,0,0.1,1.4,2.6,4.9,10,9.1,16.6,17.4,27.3,18.3,2,15.9,7.7,0.6
05/14/2020,28.3,1.6,8.7,27.7,32.4,43.6,37.9,31.3,26.5,34.8,27.7,28.2,46.2,6.6,16.5,7.6,22.2,0,0,0.4,0.7,1.4,3.3,5.6,22.3,1.3,2,2.3,1.2,2.1,0.8,0.5,765.7,44.1,47.7,153,148,146.9,118.7,82.4,41.1,27.9,384.6,372.3,358.7,11.9,129.1,68.1,26.6,0.1,0.1,1.7,2.4,4.4,8.7,8.7,17.9,17.7,26.4,17.9,2.1,16.1,7.3,0.6
05/15/2020,28.6,1.7,9.4,28.1,32.7,42.4,37.2,32.3,28.3,35.2,28.8,27.8,46.4,6.2,16.8,7.7,21.3,0,0,0.4,0.7,1.6,3.4,5.6,22,1.2,2.1,2.4,1.2,2,0.8,0.7,772.6,44.7,51.7,155.4,149.4,142.7,116.3,84.9,44,28.1,398.6,366.6,360.3,11.1,131.9,69.1,25.4,0.1,0.1,2,2.4,4.9,8.9,8.7,17.6,16.9,27.9,18.3,2.1,15.7,7.6,0.9
05/16/2020,28.5,1.5,9.4,28.2,32.3,42.2,36.6,32.6,29,36.8,28.9,27.5,45.7,6.4,16.9,7.9,21.2,0,0,0.5,0.7,1.3,3.4,5,20.2,1.1,2,2,1,2,0.8,0.6,771.9,41.3,51.9,155.9,147.6,142,114.4,85.7,45,29.4,400.7,363.4,354.6,11.4,132.9,71.1,25.3,0.1,0,2.1,2.3,4,8.9,7.7,16.1,14.7,26.6,15.9,1.9,15.4,7.3,0.7
05/17/2020,28.6,1.5,9.4,28,32.5,41.1,37.6,32.8,29.7,39.1,29.1,27.5,46,6.3,17.1,7.8,21,0,0,0.5,0.6,1.3,3.5,5.1,20,1.1,2,2.1,1.1,1.9,0.8,0.6,774.6,41.6,51.9,155,148.3,138.1,117.7,86.1,46.1,31.3,403.1,363.4,357,11.3,133.9,70,25.1,0.1,0,2.1,2,4.1,9.3,7.9,16,14.9,26.7,16.1,2,15.1,7.4,0.7
05/18/2020,28.3,1.5,9.6,28.8,31.1,40.9,37.9,31.1,27.6,37.7,28.9,27,44.2,6,16.8,7.6,22.2,0,0,0.5,0.6,1.1,3.6,5.4,18.8,1.1,2,2,1.2,1.9,0.9,0.6,764.9,40.9,52.6,159.4,141.7,137.7,118.7,81.7,42.9,30.1,400.9,356.3,343.1,10.7,132.1,68.1,26.6,0.1,0,2.3,1.9,3.6,9.6,8.4,15,14.7,26.1,15.3,2.1,14.9,7.7,0.7
05/19/2020,28,1.4,9.9,29.7,30.9,39.5,36.5,30.7,26.6,35.9,28.5,26.9,43.8,6.2,16.3,7.1,24.8,0,0,0.4,0.6,1.2,3.4,5.3,16.3,1,1.8,1.8,1.2,1.7,0.8,0.6,757.7,38.1,54.6,164.3,141,132.9,114.3,80.7,41.3,28.7,394.9,355,340.4,11.1,128,63.7,29.6,0.1,0.1,1.9,2,3.9,8.9,8.3,13,14.1,24,13.7,2.1,13.7,7.6,0.7
05/20/2020,27.4,1.3,10,30.2,29.8,38.4,35.3,29.5,26.2,33.4,28,26.2,42.7,5.4,16.7,6.9,24.6,0,0.1,0.4,0.5,1.3,3.2,4.8,15,0.9,1.8,1.7,1,1.6,0.8,0.5,742.7,35.9,54.9,167.1,136,129.3,110.4,77.6,40.7,26.7,388.4,346.3,331.6,9.7,131,62.4,29.4,0.1,0.3,1.7,1.7,4.1,8.4,7.4,12,12.7,23.1,13.3,1.9,12.7,7.3,0.6
05/21/2020,27.6,1.3,10.7,30.5,29.3,37.9,36,28.6,26.9,35.7,28.2,26.3,43.4,6.3,16.2,6.6,24.2,0,0.1,0.3,0.5,1.2,3.6,5.2,12.1,0.8,1.7,1.8,0.8,1.3,0.9,0.4,746.9,34.3,58.6,168.6,133.9,127.6,112.6,75.3,41.9,28.6,391.4,346.6,337.3,11.3,126.9,59.7,28.9,0,0.3,1.3,1.6,3.9,9.6,8,9.7,11.6,22.7,13.9,1.4,10.6,7.9,0.4
05/22/2020,26.3,1.2,10.3,29.7,27.3,36.1,34.9,27.1,24.3,33.8,26.5,25.4,41.6,6.2,16,6.3,23.2,0,0.1,0.2,0.5,1.2,3.4,4.8,12,0.8,1.6,1.7,1,1.4,0.7,0.1,711.6,32.4,56.3,164.1,124.4,121.6,109.1,71.3,37.7,27,367.1,335.4,323.3,11.1,125.1,56.4,27.7,0,0.3,1,1.6,3.7,8.9,7.4,9.6,11.7,20.7,12.9,1.7,10.9,6.7,0.1
05/25/2020,21.4,1.1,8.6,23.4,22.2,28.6,27.5,24.1,20.9,28.8,21.5,20.7,33.3,5.2,13.6,5.3,18.1,0,0.1,0.2,0.4,1.3,2.8,4.9,9.6,0.9,1.3,1.4,0.6,1.3,0.8,0.1,579,29.3,47,129.4,101.3,96.3,86.1,63.4,32.4,23,298.6,273.9,258.7,9.4,106.3,48.1,21.6,0,0.4,0.7,1.4,4.1,7.3,7.6,7.7,12.3,17,10.9,1.1,10,7,0.1
05/26/2020,20.7,1.1,8.1,22.1,20.8,28.2,27.3,23.6,21,27.7,21,19.9,32.1,5.4,13.1,5.2,17.5,0,0.1,0.1,0.3,1.1,2.9,5.2,9.5,0.9,1.2,1.3,0.6,1.3,0.8,0.1,559,28.7,44.6,122.1,95.1,94.9,85.4,62.1,32.6,22.1,290.4,262,249.4,9.7,102.6,46.6,20.9,0,0.3,0.6,1,3.6,7.7,8,7.6,12.3,16.4,10.4,1,10.1,7,0.1
05/27/2020,19.8,1,8.4,19.9,19.9,27.3,26.2,23.1,20.6,28.4,20,19,31.1,5.7,12.4,5,16.7,0,0,0.2,0.3,0.9,2.8,5.4,9.8,0.9,1.2,1.3,0.4,1.3,0.8,0.1,536.3,28.3,46.3,110.1,90.7,91.7,81.9,60.9,32,22.7,277.9,251.4,241.6,10.3,97.1,45.3,20,0,0.1,0.7,1,2.9,7.3,8.4,7.9,12.7,15.6,9.7,0.7,10.6,7.1,0.1
05/28/2020,18.3,1,7.5,18.2,18.4,26.3,23.7,22.2,18.4,25,18.4,17.8,28.2,4.4,12.1,5.1,14.9,0,0,0.1,0.3,1,2.1,4.8,10.7,0.9,1.1,1.1,0.3,1.4,0.7,0.1,495.7,26.6,41.4,100.7,83.9,88.6,74.1,58.4,28.6,20,255.1,235,219.3,7.9,94.6,45.7,17.9,0,0.1,0.6,1.1,3.1,5.6,7.4,8.6,12.3,14.3,8.7,0.6,10.7,6.4,0.1
05/29/2020,16.9,0.9,6.7,17.2,16.3,24.6,22,20.5,16.8,24.5,17.2,16.3,25.8,4.3,11.2,4.6,13.6,0,0,0.1,0.3,0.9,1.9,4.6,9.6,0.8,1,1,0.2,1.3,0.6,0.2,458.1,24.4,37,95.3,74.6,82.9,68.9,53.9,26.1,19.6,238,215.3,200.7,7.7,88,41.7,16.3,0,0.1,0.6,1.1,2.7,5,7.1,7.7,11.6,12.9,8.1,0.3,10.1,5.6,0.3
05/30/2020,16.5,0.9,6.5,17,15.8,24.2,21.4,19.8,16,22.9,16.7,15.8,25.3,4.1,10.8,4.4,13.9,0,0,0.1,0.4,0.8,2.1,4.2,8.6,0.8,0.9,1.1,0.2,1.2,0.5,0.4,445.4,23.1,35.7,94,72.3,81.3,67,52,24.9,18.3,231.7,208.7,196.9,7.3,84.7,40,16.6,0,0,0.4,1.3,2.6,5.4,6.6,6.9,10.9,12.3,8.4,0.3,9.4,4.6,0.4
05/31/2020,15.6,0.8,6.5,16.3,15.2,23.1,20.4,17.9,14.4,20.9,15.8,15.1,24,4,10.6,4.3,12.4,0,0,0.1,0.3,0.8,2,4,8.4,0.7,0.9,1.1,0.2,1.1,0.5,0.4,422.7,22.4,35.7,90,69.1,77.6,64,47.1,22.4,16.7,218.7,198.9,186.6,7.1,83.4,38.6,14.9,0,0,0.4,1.1,2.6,5.3,6.3,6.7,10,12.4,8.3,0.3,8.9,4.6,0.4
06/01/2020,15.5,0.8,6.9,16.7,15.2,22.8,20.1,16.2,13.6,22.5,15.9,14.8,24.2,4.1,10.3,4.2,13.5,0,0,0.1,0.4,0.7,2,3.8,8.9,0.7,0.9,1.1,0.2,1.1,0.4,0.2,420.4,22.1,37.7,92.4,69.1,76.6,62.9,42.6,21.1,18,220.6,195,188.1,7.4,81,37.6,16.1,0,0,0.3,1.3,2.3,5.3,5.9,7.1,10.1,12,8.4,0.4,8.9,4,0.3
06/02/2020,12.9,0.8,5.6,13.4,12.5,18.8,15.8,13.9,11.6,23.2,13,12.1,19.2,3.7,9.2,3.5,10.4,0,0,0.1,0.4,0.8,1.7,3.3,10.7,0.8,0.9,1.2,0.3,1,0.4,0.2,348,22.4,31,74.1,57,63.3,49.4,36.6,18,18.6,180.9,160,149.1,6.7,71.9,31.6,12.4,0,0,0.4,1.3,2.4,4.6,5.1,8.6,10.7,11.7,9.6,0.6,7.9,4,0.3
06/03/2020,11.1,0.8,4.4,11.8,10.8,15.6,14.1,12.1,10.3,21.8,11.4,10.4,15.7,3.3,8.5,3.1,10.2,0,0.1,0,0.3,0.7,1.4,3.5,10.9,0.8,0.8,1.2,0.2,1,0.4,0.2,300.9,21.7,24.4,65.1,49.4,52.6,44,31.9,16,17.4,157.6,137.6,121.6,6,66.4,28.1,12.1,0,0.3,0.1,1.1,2.3,3.7,5.4,8.7,10.7,11,9.4,0.4,7.6,3.9,0.3
06/04/2020,10.1,0.8,4.1,11.3,10,13.8,12.7,10.2,8.7,18.9,10.4,9.4,14.4,3.1,7.6,2.6,9.6,0,0.1,0.1,0.3,0.5,1.7,3.5,9.3,0.7,0.8,1.1,0.3,1,0.3,0.2,272.1,20.7,22.4,62.4,45.7,46.3,39.9,26.7,13.6,15.1,143.6,123.6,112,5.6,59.4,23.3,11.4,0,0.3,0.4,1.1,1.6,4.4,5.4,7.4,10,10.7,8.9,0.6,7.7,3.1,0.3
06/05/2020,9.4,0.7,4.1,10.2,10,12.3,11.6,9.5,8.7,16.8,9.6,8.9,13.6,2.6,6.7,2.5,9,0,0.1,0.1,0.3,0.5,1.5,3.8,9.1,0.7,0.8,1.1,0.3,0.9,0.4,0.1,254.3,20.3,22.4,56.6,45.7,41.4,36.3,24.9,13.6,13.4,132.4,117.4,106,4.7,52.3,22.6,10.7,0,0.3,0.4,1,1.6,3.9,5.9,7.3,9.9,10.4,8.6,0.6,7.3,3.6,0.1
06/06/2020,9,0.7,4,9.7,9.4,12,11,9.3,8.7,16.6,9.1,8.6,13.4,2.4,6.3,2.5,8.5,0,0.1,0.1,0.3,0.5,1.5,4,8.8,0.7,0.8,1,0.4,1,0.4,0,244.4,20.1,21.9,53.4,43,40.4,34.4,24.4,13.6,13.3,126.1,114.1,103.7,4.3,49.4,22.7,10.1,0,0.3,0.6,0.9,1.4,3.9,6.1,7,9.3,10.9,8.1,0.7,7.9,3.3,0
06/17/2020,7,0.6,3.7,9,6.8,8.7,8.5,7,4.8,8.8,7.4,6.5,10.6,1.5,4.8,2.2,5.5,0,0,0,0.3,0.7,1.5,2.6,6.3,0.6,0.6,0.8,0.4,0.6,0.5,0,190,16.1,20.3,49.6,31.1,29.4,26.7,18.4,7.4,7,102.3,85.7,82,2.7,37.6,20.1,6.6,0,0.1,0.1,0.9,2.1,3.9,4,5,7.9,8.3,6.4,0.7,4.6,4.3,0
06/18/2020,6.9,0.6,3.8,8.4,7,8.8,8.4,6.5,4.4,9.8,7.2,6.4,10.2,1.5,4.8,2.2,5.3,0,0,0.1,0.3,0.6,1.6,2.8,6.1,0.6,0.6,0.9,0.3,0.6,0.5,0,187.3,16.7,21,46.6,32.1,29.6,26.3,17,6.9,7.9,100.4,85,79.4,2.7,37.6,20.1,6.3,0,0.1,0.3,0.9,2,4.3,4.3,4.9,8.3,8.4,6.9,0.6,5,4.1,0
06/19/2020,6.8,0.6,3.7,8.7,6.9,8,8.3,6.2,4.6,8.9,6.9,6.4,9.5,1.5,4.9,2.3,5.4,0,0,0,0.3,0.6,1.4,2.3,6.6,0.6,0.6,0.7,0.4,0.6,0.5,0,183.3,15.9,20.4,47.9,31.6,27,25.9,16.3,7.1,7.1,96.3,85,73.9,2.7,38.7,21.1,6.4,0,0.1,0.1,1,2,3.7,3.6,5.3,8,7.9,5.7,0.7,4.7,4.6,0
06/20/2020,6.8,0.5,3.9,8.8,6.9,8.3,8.1,5.7,4.8,8.4,6.9,6.5,9.9,1.6,4.8,2.4,4.9,0,0,0.1,0.3,0.6,1.2,1.9,6.4,0.5,0.6,0.8,0.3,0.5,0.4,0,183.7,14.7,21.1,48.7,31.3,28,25.4,15,7.4,6.7,96,85.7,77.1,2.9,37.7,21.3,5.9,0,0.1,0.3,1,1.9,3.3,3,5.1,6.9,7.9,6.4,0.6,4,3.6,0
06/21/2020,6.6,0.5,3.8,8.6,6.6,7.6,7.8,5.5,4.9,7.9,6.8,6.2,9.7,1.6,4.6,2.4,4.5,0,0,0.1,0.3,0.6,1.2,2,6.1,0.5,0.6,0.8,0.3,0.5,0.4,0,177.3,14.6,20.9,47.7,30.3,25.7,24.4,14.4,7.6,6.3,93.7,81.6,75.3,2.9,35.7,21.4,5.4,0,0.1,0.4,0.9,1.9,3.3,3.1,4.9,6.9,7.7,6.3,0.6,4,3.6,0
06/22/2020,6.5,0.5,3.5,8.7,6.4,7.8,7.7,5.2,5.4,8,6.6,6.2,9.7,1.4,4.4,2.5,4.1,0,0.1,0.1,0.2,0.6,1.3,1.7,4.5,0.5,0.5,0.8,0.2,0.5,0.3,0,175.1,13,19,48.1,29.3,26.1,24,13.7,8.4,6.4,91.3,82,75.1,2.6,34.9,22.4,4.9,0,0.3,0.4,0.7,2,3.4,2.6,3.6,6.3,6.7,6.6,0.3,3.6,2.6,0
06/23/2020,6.6,0.5,3.3,9,6.6,8,7.4,4.9,6.7,8,6.6,6.5,10,1.6,4.3,2.9,3.9,0,0,0.1,0.1,0.5,1.4,1.7,4.6,0.4,0.5,0.7,0.2,0.5,0.3,0,178.1,12.6,18.1,49.9,30.1,26.9,23.3,13,10.4,6.4,91.1,85.3,78,2.9,33.4,26.1,4.7,0,0.1,0.4,0.4,1.6,3.7,2.6,3.7,6,6.6,5.7,0.3,4,2.6,0
06/24/2020,6.7,0.4,3.4,9.5,7.3,7.9,7.6,4.3,6.2,7.1,6.9,6.4,9.7,1.7,4.4,3,4.2,0,0,0.1,0.1,0.5,1.2,1.3,3.9,0.4,0.4,0.7,0.2,0.4,0.2,0,181.6,10.9,18.7,52.6,33.4,26.4,23.9,11.3,9.6,5.7,95.7,84.1,75.6,3.1,34.4,27.3,5,0,0.1,0.4,0.3,1.6,3.3,2,3.1,5.1,5.7,5.3,0.3,3.3,2,0
06/26/2020,7,0.4,3.1,10,8.6,8.2,7.3,4.9,6.8,6.4,7.3,6.7,9.5,1.9,4.8,3.5,4.5,0,0,0.1,0.2,0.4,0.9,1.3,3.9,0.4,0.4,0.7,0.1,0.3,0.2,0,190.6,10.1,16.9,55.1,39.4,27.6,22.9,13,10.6,5.1,101.3,88.7,73.4,3.4,37.3,31.4,5.4,0,0.1,0.6,0.7,1.1,2.4,2,3.1,4.9,5.3,5.1,0.1,2.7,2.1,0
06/27/2020,7.1,0.3,2.9,10.2,8.8,8.3,7,5.2,6.6,6.4,7.3,6.8,9,2,5.1,3.5,4.8,0,0,0.1,0.2,0.3,0.9,1.4,3.6,0.4,0.3,0.5,0.1,0.4,0.2,0,191.4,9.4,15.9,56.4,40,28,22,13.7,10.3,5.1,101.3,89.4,69.9,3.6,39.9,31.9,5.7,0,0.1,0.4,0.7,0.9,2.3,2.1,2.9,5,4.4,4.1,0.1,3,2.1,0
06/28/2020,7.4,0.3,3,10.7,9.1,9,7.2,5.6,6.7,6.6,7.7,7.1,9.3,2,5.3,3.8,5.3,0,0,0.1,0.3,0.2,0.8,1.1,3.4,0.3,0.3,0.5,0.1,0.4,0.2,0,200.6,8.6,16.4,59.3,41.6,30.4,22.4,14.7,10.4,5.3,106.4,93.4,72.3,3.6,41.4,34.6,6.3,0,0.1,0.3,0.9,0.7,2.1,1.7,2.7,4.7,3.9,3.9,0.1,2.9,1.7,0
06/29/2020,7.7,0.3,3,11.5,9.8,9,7.8,5.4,6.2,8,7.9,7.5,9.4,1.9,5.6,4.2,5.7,0,0,0.1,0.3,0.1,0.8,1.2,3.6,0.3,0.3,0.4,0.1,0.4,0.2,0,209.1,8.3,16.3,63.4,44.6,30.3,24.3,14.3,9.6,6.4,109.7,98.4,72.7,3.4,44,38,6.9,0,0,0.3,0.9,0.4,2,1.9,2.9,4.6,3.7,3.3,0.1,3,1.9,0
07/18/2020,9.4,0.1,5.1,13.5,11.2,10.9,9.3,7,6.3,7.3,9.9,8.7,11.9,2.2,8.5,5,7.5,0,0,0,0,0.3,0.3,0.4,1.6,0.1,0.2,0.1,0.1,0.2,0.1,0,253.7,3.7,27.9,74.9,51.3,36.6,29.1,18.3,9.9,5.9,137.3,115.3,92.3,4,66.4,44.7,9,0,0.1,0,0,0.9,0.9,0.6,1.3,1.7,2,1.1,0.1,1.3,1,0
06/30/2020,7.9,0.3,3.3,12,10.3,9.1,7.6,5.4,5.1,7.5,8.1,7.6,9.6,1.6,5.8,4.2,5.6,0,0,0.1,0.3,0.1,0.7,1.2,3,0.3,0.2,0.4,0.1,0.3,0.2,0,213.9,7.6,18.1,66.3,46.9,30.6,23.9,14.3,7.9,6,112.4,100.4,74.4,2.9,45.6,38.1,6.7,0,0,0.3,0.9,0.4,1.7,1.9,2.4,4.4,3.1,3,0.1,2.6,1.9,0
07/01/2020,8,0.3,3.1,12.5,10.1,9.2,7.3,6.2,4.9,7.9,8.2,7.7,9.8,1.3,6,4.5,5.1,0,0,0.1,0.4,0.1,0.5,1.3,3.6,0.3,0.3,0.4,0,0.4,0.3,0,216.4,8.1,17.3,69.1,46.1,30.9,22.9,16.3,7.6,6.3,114,101.4,76,2.3,47.4,40.4,6.1,0,0,0.3,1.3,0.3,1.4,2,2.9,4.4,3.7,3,0,2.9,2.3,0
07/19/2020,9.4,0.1,5.3,13.4,11.5,10.5,9.4,7,6.3,7.1,9.9,8.8,11.9,2.1,8.6,5,7.4,0,0,0,0,0.3,0.3,0.4,1.3,0.1,0.1,0.2,0.1,0.2,0.1,0,254.3,3.4,29,74.1,52.6,35.3,29.4,18.4,9.7,5.7,137.3,115.7,92.4,3.7,67.3,45,8.9,0,0.1,0,0.1,0.9,0.7,0.6,1,1.6,1.9,1.3,0.1,1.3,0.6,0
07/20/2020,9.7,0.1,5.7,13.2,12.2,10.9,9.9,7.3,6.9,5.4,10,9.3,12.6,2.2,8.5,5.2,8.5,0,0,0,0.1,0.3,0.3,0.5,1.1,0.1,0.2,0.2,0.1,0.2,0.1,0,262.1,3.7,31.4,73.1,55.7,36.7,31,19.1,10.7,4.3,138.1,122.4,97.6,4,66.6,46.4,10.1,0,0,0.1,0.3,0.9,0.9,0.7,0.9,1.7,2,1.6,0.1,1.3,0.6,0
07/27/2020,10.2,0.1,5.8,14.7,12.8,12.2,9.3,7,6.6,7.7,10.6,9.6,12.9,4.7,8.2,6.3,8.7,0,0,0,0,0.2,0.3,0.6,1.3,0.1,0.2,0.2,0,0.1,0.1,0,276.1,3.6,31.7,81.3,58.3,41,29.1,18.3,10.3,6.1,147.6,126.7,100.4,8.4,64.3,56.4,10.4,0,0,0.1,0.1,0.6,0.9,0.9,1,1.6,2,1.4,0,1.1,1,0
